会社コード,店舗コード,日付,伝票no,明細no,処理区分,処理名称,時分,処理種別１,処理種別２,処理番号,担当者コード,顧客コード,性別,年齢,会員ランク,地区,加算ポイント,使用ポイント,喪失ポイント,手入力ポイント,カードポイント,預かりポイント,商品コード,商品名,ＪＡＮ,単価,数量,合計金額,現在庫,移動平均金額,原価,税種別,受取現金,単価修正,受取現金種別,仕入先,メーカー,サブジャンル,カードno,カード会社no,カード内容,カード金額,クレジット,リボ,外税税金,内税税金,預かり金,移動先,切出日時,更新日時
"20657","0004","2025-01-10",40,20,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"116000118000","ﾁｮｺﾗBBﾌﾟﾗｽ 60錠","4987028123378",1032,1,1032,1,1032,1032,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,21,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"520000220000","ﾊﾋﾞﾅｰｽさっとさわやかからだふき 60枚","4902508106658",285,1,285,1,285,288,"0",,0,"1",168,53,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,22,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"402000112000","ｹｱﾘｰｳﾞ S 30枚 CL-30S","4987167031244",220,3,660,3,220,220,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,23,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"402000110000","ｹｱﾘｰｳﾞ M 20枚 CL-20M","4987167035457",206,5,1030,5,206,206,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,24,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"402000106000","ｹｱﾘｰｳﾞ L 16枚 CL-16L","4987167031251",218,1,218,3,218,218,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,25,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"405000027000","新ﾎﾟﾘｸﾞﾘｯﾌﾟ無添加75g","4901080703415",917,1,917,2,917,917,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,26,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"108000234000","龍角散ﾀﾞｲﾚｸﾄｽﾃｨｯｸﾐﾝﾄ16包","4987240210535",441,1,441,1,441,441,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,27,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"108000095000","ｺﾙｹﾞﾝｺｰﾜﾄﾛｰﾁ 24個","4987067235506",520,1,520,1,520,520,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,28,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"402000252000","ﾈｸｽｹｱ不織布ﾃｰﾌﾟ ﾌﾞﾗｳﾝ22mm*5m","4987580212725",221,1,221,2,221,221,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,29,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"113000299000","ﾌﾙｺｰﾄF 5g","4987128154258",714,1,714,2,700,686,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,30,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"402000208000","ﾆﾁﾊﾞﾝ ｷｰﾌﾟﾎﾟｱ KP25-8","4987167031183",270,1,270,1,270,270,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,31,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"119000090000","新ｶﾀﾘﾝK点眼用0.005% 15ml","4987123147606",440,1,440,2,440,440,"0",,0,"1",168,2,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,32,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"123000352000","恵美須燃料用ｱﾙｺｰﾙ　500ml","4968276025188",200,2,400,2,200,200,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,33,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"112000118000","ﾋﾋﾞｹｱ軟膏 15g","4987426002060",946,1,946,2,946,946,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,34,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"111000259000","★ﾒﾝｿﾚｰﾀﾑADｸﾘｰﾑm 90g","4987241124329",661,1,661,2,661,661,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,35,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"105000043000","ｽﾄｯﾊﾟ下痢止めEX 12錠","4903301177050",638,1,638,1,638,583,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,36,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"111000154000","★ﾌｪﾐﾆｰﾅ軟膏 15g","4987072009550",554,1,554,1,554,554,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,37,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"207000906000","ﾒｲﾊﾞﾗﾝｽMiniｶｯﾌﾟ ﾊﾞﾅﾅ味","49721737",178,1,178,2,178,178,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,38,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"207000905000","ﾒｲﾊﾞﾗﾝｽMiniｶｯﾌﾟ ｽﾄﾛﾍﾞﾘｰ味","49721546",178,2,356,2,178,178,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,39,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"135001765000","ﾘｰﾀﾞｰ抗菌ｶﾞｰｾﾞﾏｽｸ 大人用","4955574782233",80,1,80,1,80,80,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,40,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"115000053000","ﾂﾑﾗ 麦門冬湯S内服液 30ml×3本","4987138322166",455,3,1365,4,455,455,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,41,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"112000023000","★ｻﾛﾝﾊﾟｽ 40枚","4987188100554",416,1,416,2,416,416,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,42,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"402000223000","ﾆﾁﾊﾞﾝ ﾈｵﾊﾞﾝ No.10-10","4987167470012",99,1,99,2,99,99,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,43,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"112000225000","★ﾛｷﾌﾟﾌｪﾝﾃｰﾌﾟ７枚","4987435556011",282,1,282,3,282,282,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,44,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"113000486000","ﾋﾟｯﾌﾟ消毒綿 60包","4902522665506",453,1,453,4,453,453,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,45,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"109000146000","★ﾛｷｿﾌﾟﾛﾌｪﾝ錠 12錠","4987343084910",195,10,1950,27,194,195,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,46,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"109000135000","★ﾛｷｿﾆﾝS 12錠","4987107610867",475,5,2375,22,471,475,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,47,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"136001719000","薬用ﾊﾝﾄﾞｿｰﾌﾟ ｼﾄﾗｽ詰替800ml","4903301282198",420,2,840,2,420,500,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",40,48,3,"仕入","14:28:00",2,,,188,"168",0,0,,,,,,,,,"207001410000","たんきりのど飴 120g","4950233494113",150,6,900,6,150,150,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-10 14:55:19","2025-01-10 15:07:54"
"20657","0004","2025-01-10",59,1,3,"仕入","16:39:00",2,,,188,"23",0,0,,,,,,,,,"135000034000","Gｾﾝｻｰ 25枚","4987486775669",2500,2,5000,4,2500,2500,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-10 16:55:19","2025-01-10 17:00:56"
"20657","0004","2025-01-10",60,1,3,"仕入","16:39:00",2,,,188,"23",0,0,,,,,,,,,"135001072000","ﾅﾁｭﾗﾙﾚｯﾄEX 25本×8箱","4987486803225",2840,1,2840,1,2840,3000,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-10 16:55:19","2025-01-10 17:00:56"
"20657","0004","2025-01-14",9,1,3,"仕入","10:17:00",2,,,188,"15",0,0,,,,,,,,,"207001166000","養命酒製造ｸﾛﾓｼﾞのど飴 生姜はちみつ","4987236019098",208,1,208,1,208,208,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-14 10:23:15","2025-01-14 10:26:46"
"20657","0004","2025-01-14",39,1,3,"仕入","16:14:00",2,,,179,"23",0,0,,,,,,,,,"135001509000","ﾒﾃﾞｨｾｰﾌ針MS-GN4530 30本入","4987350244437",378,6,2268,6,378,378,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-14 16:23:16","2025-01-14 16:27:22"
"20657","0004","2025-01-14",39,2,3,"仕入","16:14:00",2,,,179,"23",0,0,,,,,,,,,"135001512000","ﾒﾃﾞｨｾｰﾌﾌｨｯﾄﾁｯﾌﾟ 30個 MS-FC030","4987350373519",2370,6,14220,6,2370,2475,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-14 16:23:16","2025-01-14 16:27:22"
"20657","0004","2025-01-15",2,1,3,"仕入","09:34:00",2,,,179,"15",0,0,,,,,,,,,"138000002000","ｿﾌﾄｻﾝﾃｨｱ 4本1箱","4987084128225",368,5,1840,11,368,368,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-15 09:54:24","2025-01-15 09:57:16"
"20657","0004","2025-01-16",7,1,3,"仕入","10:05:00",2,,,179,"15",0,0,,,,,,,,,"207000314000","ｵｰｴｽﾜﾝ(OS-1) 500ml","4987035576419",145,24,3480,38,145,145,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-16 10:22:32","2025-01-16 10:27:42"
"20657","0004","2025-01-16",33,1,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"108000059000","ｲｿｼﾞﾝうがい薬 120ml","4987087041828",744,1,744,1,744,744,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,2,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"135000545000","ｸﾘｰﾝｺｯﾄﾝｱｲ 16包","4971032001142",198,5,990,6,197,195,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,3,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"135001890000","熱さまｼｰﾄ 大人用","4987072087725",377,1,377,1,377,377,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,4,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"402000478000","ﾆｯｺｰﾊﾞﾝWP503 M 26枚","4987164133200",299,1,299,1,299,299,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,5,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"207001410000","たんきりのど飴 120g","4950233494113",150,1,150,2,150,150,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,6,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"136001738000","桐灰はるｶｲﾛﾐﾆ10袋","4901548603745",253,1,253,4,253,253,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,7,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"136001739000","桐灰はるｶｲﾛ10個入","4901548603721",304,1,304,3,304,304,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,8,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"131000022000","ﾄﾗﾍﾞﾙﾐﾝR 6錠","4987028110583",600,1,600,1,600,600,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,9,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"107000083000","★ｼﾞｷﾆﾝC 22包","4987305114433",1235,1,1235,1,1235,1275,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,10,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"207000293000","ｱﾏﾆ油 186g","4902170701519",975,1,975,1,975,975,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,11,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"119000090000","新ｶﾀﾘﾝK点眼用0.005% 15ml","4987123147606",440,2,880,0,0,440,"0",,0,"1",168,2,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",33,12,3,"仕入","13:03:00",2,,,188,"168",0,0,,,,,,,,,"207000673000","龍角散ののどすっきり飴 ｶｼｽ&ﾌﾞﾙｰﾍﾞﾘｰ","4987240631422",234,1,234,1,234,234,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-16 13:22:28","2025-01-16 13:27:09"
"20657","0004","2025-01-16",45,1,3,"仕入","15:40:00",2,,,188,"23",0,0,,,,,,,,,"207000943000","ｻﾔｶ くろず飴","4973877000861",175,1,175,2,175,175,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-16 15:52:28","2025-01-16 15:57:41"
"20657","0004","2025-01-17",1,1,3,"仕入","09:27:00",2,,,179,"15",0,0,,,,,,,,,"120000020000","ｳｪﾙｳｫｯｼｭｱｲ","4987084313751",360,2,720,5,360,360,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-17 09:30:43","2025-01-17 09:36:25"
"20657","0004","2025-01-17",2,1,3,"仕入","09:28:00",2,,,179,"15",0,0,,,,,,,,,"207001257000","ｽｳｨｰﾄﾏｰﾋﾞｰ 珈琲ｷｬﾝﾃﾞｨ 49g","4534551012152",182,1,182,1,182,182,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-17 09:30:43","2025-01-17 09:36:25"
"20657","0004","2025-01-17",12,1,3,"仕入","10:13:00",2,,,82,"64",0,0,,,,,,,,,"115000050000","葛根湯液 30ML","4987438010503",220,100,22000,189,220,220,"0",,0,"1",64,0,0,,,,,,,,,,,"2025-01-17 10:30:44","2025-01-17 10:36:41"
"20657","0004","2025-01-17",22,1,3,"仕入","11:00:00",2,,,82,"67",0,0,,,,,,,,,"404000458000","歯医者さん150ﾌﾗｯﾄﾀｲﾌﾟ ふつう","4987306038608",69,12,828,12,69,69,"0",,0,"1",67,0,0,,,,,,,,,,,"2025-01-17 11:00:44","2025-01-17 11:06:29"
"20657","0004","2025-01-17",22,2,3,"仕入","11:00:00",2,,,82,"67",0,0,,,,,,,,,"108000210000","★ﾊﾟﾌﾞﾛﾝSｺﾞｰﾙﾄﾞW 30錠","4987306047372",847,10,8470,15,847,847,"0",,0,"1",67,0,0,,,,,,,,,,,"2025-01-17 11:00:44","2025-01-17 11:06:29"
"20657","0004","2025-01-20",13,1,3,"仕入","11:19:00",2,,,188,"23",0,0,,,,,,,,,"207001855000","自然王国 生しぼりしょうが湯","4982070740467",570,2,1140,2,570,570,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-20 11:23:09","2025-01-20 11:27:00"
"20657","0004","2025-01-21",1,1,3,"仕入","09:50:00",2,,,188,"15",0,0,,,,,,,,,"121000031000","薬用養命酒 1L","4987236000065",1700,1,1700,2,1700,1700,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-21 09:52:52","2025-01-21 09:58:46"
"20657","0004","2025-01-21",14,1,3,"仕入","11:34:00",2,,,188,"179",0,0,,,,,,,,,"703000055000","ﾕﾔﾏ 分包紙 白帯 ｾﾛﾎﾟﾘ 70W-20 4巻","4900000007473",31717,2,63434,2,31717,31717,"0",,0,"1",179,0,0,,,,,,,,,,,"2025-01-21 11:52:52","2025-01-21 11:57:16"
"20657","0004","2025-01-21",41,1,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"108000095000","ｺﾙｹﾞﾝｺｰﾜﾄﾛｰﾁ 24個","4987067235506",520,1,520,1,520,520,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,2,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"136001739000","桐灰はるｶｲﾛ10個入","4901548603721",304,2,608,5,304,304,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,3,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"108000007000","★浅田飴ｸｰﾙS 50錠","4987206033369",548,1,548,1,548,548,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,4,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"134000598000","ﾃﾙﾓ電子血圧計上腕式ES-W1200ZZ","4987892116056",5423,1,5423,1,5423,5423,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,5,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"112000118000","ﾋﾋﾞｹｱ軟膏 15g","4987426002060",946,1,946,2,946,946,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,6,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"207000210000","山本漢方 100%大麦若葉粉末 44包","4979654025560",1120,1,1120,1,1120,1120,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,7,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"111000154000","★ﾌｪﾐﾆｰﾅ軟膏 15g","4987072009550",554,1,554,1,554,554,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,8,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"132000352000","ﾎﾞﾗｷﾞﾉｰﾙA坐剤 10個","4987978101006",977,1,977,1,977,977,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,9,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"402000024000","JS防水ﾌｨﾙﾑﾊﾟｯﾄﾞ付 L 4枚","4560236201610",198,2,396,2,198,198,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,10,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"113000486000","ﾋﾟｯﾌﾟ消毒綿 60包","4902522665506",453,1,453,4,453,453,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,11,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"109000061000","★ﾉｰｼﾝ錠 16錠","4987009111325",310,1,310,1,310,310,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,12,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"116000118000","ﾁｮｺﾗBBﾌﾟﾗｽ 60錠","4987028123378",1032,1,1032,1,1032,1032,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,13,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"404000471000","ｼｭﾐﾃｸﾄｺﾝﾌﾟﾘｰﾄﾜﾝEX90ｇ","4987977000607",575,1,575,1,575,575,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,14,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"133000193000","ﾕｰｽｷﾝﾎﾞﾄﾙ 120g","4987353190311",730,1,730,1,730,730,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,15,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"207001410000","たんきりのど飴 120g","4950233494113",150,2,300,3,150,150,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,16,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"402000478000","ﾆｯｺｰﾊﾞﾝWP503 M 26枚","4987164133200",299,1,299,2,299,299,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,17,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"100000045000","太田胃散(分包) 16包","4987033409047",384,1,384,1,384,384,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,18,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"108000275000","★ﾑｺﾀﾞｲﾝ去たん錠Pro500 10錠","4987904101391",904,1,904,1,904,904,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,19,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"133000105000","ﾏｷﾛﾝS 30ml","4987774065489",258,1,258,3,258,258,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,20,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"100000296000","第一三共胃腸薬 S 50錠","4987107629708",420,1,420,1,420,420,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,21,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"119000085000","★新VﾛｰﾄEX 13ml","4987241100996",435,1,435,2,435,435,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-21",41,22,3,"仕入","14:40:00",2,,,188,"168",0,0,,,,,,,,,"136000519000","さくらﾍﾞﾝｼﾞﾝ 500ml","4968276026109",270,1,270,1,270,270,"0",,0,"1",168,0,0,,,,,,,,,,,"2025-01-21 14:52:54","2025-01-21 14:57:29"
"20657","0004","2025-01-22",17,1,3,"仕入","11:12:00",2,,,82,"65",0,0,,,,,,,,,"905000007000","新 寿本 50冊","4909808038009",7000,1,7000,5,7000,7000,"0",,0,"1",65,0,0,,,,,,,,,,,"2025-01-22 11:23:08","2025-01-22 11:26:59"
"20657","0004","2025-01-22",43,1,3,"仕入","17:25:00",2,,,82,"65",0,0,,,,,,,,,"301000122000","ﾌﾟﾚﾐｱﾑ100(ｵｲﾙ) 15ml","4515748001852",3000,20,60000,2,3000,3000,"0",,0,"1",65,0,0,,,,,,,,,,,"2025-01-22 17:53:04","2025-01-22 17:57:22"
"20657","0004","2025-01-22",44,1,3,"仕入","17:26:00",2,,,82,"65",0,0,,,,,,,,,"207001896000","ﾒﾘｭｰｽﾌﾟﾚﾐｱﾑ 90ｶﾌﾟｾﾙ","4515748002118",5400,20,108000,20,5400,5400,"0",,0,"1",65,0,0,,,,,,,,,,,"2025-01-22 17:53:04","2025-01-22 17:57:22"
"20657","0004","2025-01-23",14,1,3,"仕入","11:38:00",2,,,179,"23",0,0,,,,,,,,,"302002144000","ﾄﾞｩｰｴ ｸﾚﾝｼﾞﾝｸﾞｼﾞｪﾙ 95g","4909978204310",1260,1,1260,1,1260,1260,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-23 11:58:43","2025-01-23 12:08:33"
"20657","0004","2025-01-23",14,2,3,"仕入","11:38:00",2,,,179,"23",0,0,,,,,,,,,"302002127000","ﾄﾞｩｰｴ化粧水140ml","4909978204327",1400,1,1400,1,1400,1400,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-23 11:58:43","2025-01-23 12:08:33"
"20657","0004","2025-01-23",14,3,3,"仕入","11:38:00",2,,,179,"23",0,0,,,,,,,,,"346000397000","ﾄﾞｩｰｴ洗顔ﾑｰｽ120ml","4909978204303",1260,2,2520,2,1260,1260,"0",,0,"1",23,0,0,,,,,,,,,,,"2025-01-23 11:58:43","2025-01-23 12:08:33"
"20657","0004","2025-01-24",2,1,3,"仕入","09:37:00",2,,,188,"15",0,0,,,,,,,,,"138000002000","ｿﾌﾄｻﾝﾃｨｱ 4本1箱","4987084128225",368,5,1840,13,368,368,"0",,0,"1",15,0,0,,,,,,,,,,,"2025-01-24 09:53:30","2025-01-24 09:56:39"
